species_code,stratum,hauljoin,vessel,cruise,sex,length,frequency,year
30060,21,1130044,57,200202,2,320,1,2002
30060,21,1130044,57,200202,2,330,1,2002
30060,21,1130044,57,200202,2,340,1,2002
30060,21,1130044,57,200202,1,340,3,2002
30060,21,1130044,57,200202,1,360,2,2002
30060,21,1130044,57,200202,2,360,3,2002
30060,21,1130044,57,200202,1,370,4,2002
30060,21,1130044,57,200202,2,370,4,2002
30060,21,1130044,57,200202,2,380,2,2002
30060,21,1130044,57,200202,1,380,3,2002
30060,21,1130044,57,200202,2,390,2,2002
30060,21,1130044,57,200202,1,390,6,2002
30060,21,1130044,57,200202,1,400,8,2002
30060,21,1130044,57,200202,1,410,4,2002
30060,21,1130044,57,200202,2,410,4,2002
30060,21,1130044,57,200202,1,420,6,2002
30060,21,1130044,57,200202,2,420,10,2002
30060,21,1130044,57,200202,1,430,2,2002
30060,21,1130044,57,200202,2,430,16,2002
30060,21,1130044,57,200202,2,440,11,2002
30060,21,1130044,57,200202,2,450,10,2002
30060,21,1130044,57,200202,2,470,6,2002
10110,21,1130044,57,200202,2,480,3,2002
10110,21,1130044,57,200202,2,330,1,2002
10110,21,1130044,57,200202,2,350,2,2002
10110,21,1130044,57,200202,2,360,4,2002
10110,21,1130044,57,200202,2,370,5,2002
10110,21,1130044,57,200202,1,380,1,2002
10110,21,1130044,57,200202,2,380,2,2002
10110,21,1130044,57,200202,1,390,1,2002
10110,21,1130044,57,200202,2,400,1,2002
10110,21,1130044,57,200202,2,410,2,2002
10110,21,1130044,57,200202,1,410,5,2002
10110,21,1130044,57,200202,2,420,1,2002
10110,21,1130044,57,200202,1,420,2,2002
10110,21,1130044,57,200202,1,430,1,2002
10110,21,1130044,57,200202,2,430,1,2002
10110,21,1130044,57,200202,1,440,2,2002
10110,21,1130044,57,200202,2,440,3,2002
10110,21,1130044,57,200202,2,450,2,2002
10110,21,1130044,57,200202,2,460,2,2002
10110,21,1130044,57,200202,2,470,4,2002
10110,21,1130044,57,200202,2,490,5,2002
10110,21,1130044,57,200202,2,500,3,2002
10110,21,1130044,57,200202,2,510,2,2002
10110,21,1130044,57,200202,2,520,4,2002
10110,21,1130044,57,200202,2,530,1,2002
10130,12,1129974,57,200202,2,410,1,2002
10261,12,1129974,57,200202,1,270,1,2002
10110,12,1129974,57,200202,2,410,1,2002
10110,12,1129974,57,200202,2,530,1,2002
10110,12,1129974,57,200202,2,660,2,2002
10112,12,1129974,57,200202,1,510,1,2002
10112,12,1129974,57,200202,2,650,2,2002
10115,12,1129974,57,200202,1,690,2,2002
10112,12,1129974,57,200202,2,620,1,2002
10110,12,1129974,57,200202,1,420,1,2002
10110,12,1129974,57,200202,2,390,1,2002
10110,12,1129974,57,200202,1,440,1,2002
10110,12,1129974,57,200202,1,460,2,2002
10110,12,1129974,57,200202,1,480,1,2002
10110,12,1129974,57,200202,2,480,3,2002
10110,12,1129974,57,200202,2,490,1,2002
10110,12,1129974,57,200202,1,500,1,2002
10110,12,1129974,57,200202,2,510,1,2002
10110,12,1129974,57,200202,2,540,2,2002
10110,12,1129974,57,200202,2,550,1,2002
10110,12,1129974,57,200202,2,560,1,2002
10110,12,1129974,57,200202,2,570,1,2002
10110,12,1129974,57,200202,2,590,1,2002
10110,12,1129974,57,200202,2,600,1,2002
10110,12,1129974,57,200202,2,610,2,2002
10110,12,1129974,57,200202,2,620,1,2002
10110,12,1129974,57,200202,2,640,1,2002
10112,12,1129974,57,200202,1,410,1,2002
10112,12,1129974,57,200202,1,430,1,2002
10112,12,1129974,57,200202,1,440,1,2002
10112,12,1129974,57,200202,1,460,1,2002
10112,12,1129974,57,200202,1,470,1,2002
10112,12,1129974,57,200202,2,490,1,2002
10112,12,1129974,57,200202,1,490,2,2002
10112,12,1129974,57,200202,1,500,1,2002
10112,12,1129974,57,200202,1,520,5,2002
10112,12,1129974,57,200202,2,530,1,2002
10112,12,1129974,57,200202,1,530,2,2002
10112,12,1129974,57,200202,1,540,1,2002
10112,12,1129974,57,200202,2,550,1,2002
10112,12,1129974,57,200202,1,560,1,2002
10112,12,1129974,57,200202,2,580,2,2002
10112,12,1129974,57,200202,2,630,2,2002
10112,12,1129974,57,200202,2,640,1,2002
10112,12,1129974,57,200202,2,660,1,2002
10112,12,1129974,57,200202,2,680,2,2002
10112,12,1129974,57,200202,2,700,1,2002
10112,12,1129974,57,200202,2,730,1,2002
10112,12,1129974,57,200202,2,820,1,2002
10115,12,1129974,57,200202,1,660,1,2002
10115,12,1129974,57,200202,1,670,2,2002
10115,12,1129974,57,200202,1,680,1,2002
10115,12,1129974,57,200202,1,700,2,2002
10115,12,1129974,57,200202,1,710,1,2002
10115,12,1129974,57,200202,2,850,1,2002
10112,22,1130029,57,200202,2,770,1,2002
21740,22,1130029,57,200202,2,280,1,2002
21740,22,1130029,57,200202,2,520,1,2002
21740,22,1130029,57,200202,1,570,1,2002
10110,22,1130029,57,200202,1,430,1,2002
10110,22,1130029,57,200202,2,490,7,2002
10110,22,1130029,57,200202,2,580,1,2002
10112,22,1130029,57,200202,1,400,1,2002
10112,22,1130029,57,200202,1,490,2,2002
10112,22,1130029,57,200202,1,560,2,2002
10112,22,1130029,57,200202,2,620,1,2002
10115,22,1130029,57,200202,1,690,1,2002
10110,22,1130029,57,200202,2,420,1,2002
10110,22,1130029,57,200202,2,440,1,2002
10110,22,1130029,57,200202,1,450,2,2002
10110,22,1130029,57,200202,2,450,3,2002
10110,22,1130029,57,200202,1,460,2,2002
10110,22,1130029,57,200202,2,460,2,2002
10110,22,1130029,57,200202,2,470,2,2002
10110,22,1130029,57,200202,1,480,2,2002
10110,22,1130029,57,200202,2,480,2,2002
10110,22,1130029,57,200202,1,490,1,2002
10110,22,1130029,57,200202,2,500,8,2002
