year,species_code,length,males,females,unsexed,total
2002,10110,530,36982.84554219135,1147606.1656988806,0,1184589.011241072
2002,10110,540,45379.06512420918,854283.9250015158,0,899662.9901257249
2002,10110,550,30779.310002216487,856923.457765619,0,887702.7677678355
2002,10110,560,46124.27214297535,766130.2560266325,0,812254.5281696079
2002,10110,570,29915.05368245917,816365.4710140664,0,846280.5246965255
2002,10110,580,9971.684560819724,660822.738131377,0,670794.4226921968
2002,10110,590,22458.118620404595,557122.4889945778,0,579580.6076149824
2002,10110,600,41143.233449199986,584019.8761333443,0,625163.1095825443
2002,10110,610,0,514498.6109638293,0,514498.6109638293
2002,10110,620,11576.124605180805,365386.2936391382,0,376962.41824431904
2002,10110,630,0,329908.37708842097,0,329908.37708842097
2002,10110,640,0,278411.35705752607,0,278411.35705752607
2002,10110,650,0,263620.53856928897,0,263620.53856928897
2002,10110,660,0,179866.70466467465,0,179866.70466467465
2002,10110,670,0,203225.47273017958,0,203225.47273017958
2002,10110,680,0,133283.62710848823,0,133283.62710848823
2002,10110,690,0,187704.5475551666,0,187704.5475551666
2002,10110,700,5944.2709380107535,74372.9119655488,0,80317.18290355956
2002,10110,710,0,76633.59930650001,0,76633.59930650001
2002,10110,720,0,108421.55311088305,0,108421.55311088305
2002,10110,730,0,63119.8405038546,0,63119.8405038546
2002,10110,740,0,40532.40441195789,0,40532.40441195789
2002,10110,750,0,50473.07801766886,0,50473.07801766886
2002,10110,760,0,17511.196324748624,0,17511.196324748624
2002,10110,770,0,29234.63309227323,0,29234.63309227323
2002,10110,780,0,6108.695227752089,0,6108.695227752089
2002,10110,790,0,20067.960425728947,0,20067.960425728947
2002,10110,810,0,11152.339420554305,0,11152.339420554305
2002,10112,290,6806.510675127119,0,0,6806.510675127119
2002,10112,300,0,5472.02349982209,0,5472.02349982209
2002,10112,330,6311.8230950235975,0,0,6311.8230950235975
2002,10112,340,38092.57248683244,5649.647207417492,0,43742.219694249936
2002,10112,350,42437.2005573613,18944.34575511545,0,61381.546312476756
2002,10112,360,68372.52669278644,36768.526932571054,0,105141.0536253575
2002,10112,370,51371.01654551477,35260.58881810306,0,86631.60536361784
2002,10112,380,77043.744861244,11733.521035826385,0,88777.26589707039
2002,10112,390,182828.46107532902,82948.83416822871,0,265777.2952435577
2002,10112,400,168055.08157678082,77909.62754239228,0,245964.7091191731
2002,10112,410,266898.7524870199,77861.19261621754,0,344759.94510323746
2002,10112,420,293627.0967986831,105178.95029302202,0,398806.04709170514
2002,10112,430,284107.40966361226,110168.12439359847,0,394275.5340572107
2002,10112,440,228275.1060706865,193784.49331594282,0,422059.59938662936
2002,10112,450,215115.22861411827,195170.5553107851,0,410285.7839249034
2002,10112,460,154368.61818138693,152143.62174264382,0,306512.2399240307
2002,10112,470,132369.32107043266,212819.47157637397,0,345188.7926468066
2002,10112,480,124731.7549858099,122473.13331941972,0,247204.8883052296
2002,10112,490,298109.1062007673,151994.41349564298,0,450103.5196964103
2002,10112,500,221074.65612546424,145428.6753547806,0,366503.3314802448
2002,10112,510,245247.56030514816,81277.65099392057,0,326525.2112990687
2002,10112,520,349599.5163839735,58283.691444883036,0,407883.2078288565
2002,10112,530,281613.8046434869,57654.320644961444,0,339268.12528844835
2002,10112,540,304883.2664871642,162804.2924018331,0,467687.5588889973
2002,10112,550,322955.0065897586,157521.91960625068,0,480476.9261960093
2002,10112,560,237565.08652235699,140427.18820835045,0,377992.27473070746
2002,10112,570,142137.5140171636,119677.03610415582,0,261814.55012131942
2002,10112,580,173788.90784096153,152823.54327963945,0,326612.451120601
2002,10112,590,78093.549741459,194641.6014936485,0,272735.1512351075
2002,10112,600,62946.393877738126,198628.82178441033,0,261575.21566214846
2002,10112,610,65747.52326022864,163095.41546545998,0,228842.9387256886
2002,10112,620,27072.694205770425,163760.5934850548,0,190833.28769082524
2002,10112,630,0,144788.05833670706,0,144788.05833670706
2002,10112,640,11590.278060722316,153691.45125191918,0,165281.72931264152
2002,10112,650,20675.928425485203,198957.62129927543,0,219633.54972476064
2002,10112,660,0,158839.1763487957,0,158839.1763487957
2002,10112,670,0,143743.27247842125,0,143743.27247842125
2002,10112,680,6109.347719221475,175897.38584218576,0,182006.73356140722
2002,10112,690,0,88991.98506414544,0,88991.98506414544
2002,10112,700,0,158195.6265974234,0,158195.6265974234
2002,10112,710,0,96456.92185601218,0,96456.92185601218
2002,10112,720,0,155210.1804886188,0,155210.1804886188
2002,10112,730,0,82387.89140918272,0,82387.89140918272
2002,10112,740,0,66664.94370066308,0,66664.94370066308
2002,10112,750,0,58539.78523155834,0,58539.78523155834
2002,10112,760,0,37631.90883972872,0,37631.90883972872
2002,10112,770,0,26293.73003648348,0,26293.73003648348
2002,10112,780,0,51563.355573261266,0,51563.355573261266
2002,10112,790,0,37697.928187388185,0,37697.928187388185
2002,10112,800,0,12218.69543844295,0,12218.69543844295
2002,10112,810,0,14681.232793321682,0,14681.232793321682
2002,10112,820,0,6566.150148980369,0,6566.150148980369
2002,10112,840,0,37344.49314824079,0,37344.49314824079
2002,10112,870,0,5519.8447637086965,0,5519.8447637086965
2002,10112,910,0,9418.749106543612,0,9418.749106543612
2002,10115,300,6935.00688908146,0,0,6935.00688908146
2002,10115,440,14036.085043841116,7550.837215318697,0,21586.922259159815
2002,10115,460,4049.8083284150125,0,0,4049.8083284150125
2002,10115,470,4049.8083284150125,0,0,4049.8083284150125
2002,10115,480,12824.406440044175,0,0,12824.406440044175
2002,10115,490,7018.042521920558,0,0,7018.042521920558
2002,10115,510,4049.8083284150125,15160.336649566987,0,19210.144977982
2002,10115,520,4049.8083284150125,0,0,4049.8083284150125
2002,10115,540,5472.02349982209,0,0,5472.02349982209
2002,10115,550,6845.99235913283,0,0,6845.99235913283
2002,10115,570,4468.400263331139,0,0,4468.400263331139
2002,10115,580,4957.780151137749,0,0,4957.780151137749
2002,10115,590,25975.03359740117,22178.379171487544,0,48153.41276888872
2002,10115,600,34767.54356953158,0,0,34767.54356953158
2002,10115,610,28310.616187858617,0,0,28310.616187858617
2002,10115,620,111511.0741454466,0,0,111511.0741454466
2002,10115,630,159719.11361918054,3175.8741317064264,0,162894.98775088697
2002,10115,640,204772.67413237048,0,0,204772.67413237048
2002,10115,650,391471.92341212905,8360.92252922331,0,399832.84594135237
2002,10115,660,456238.2622309872,0,0,456238.2622309872
2002,10115,670,476040.258330887,17510.454456419866,0,493550.71278730687
2002,10115,680,497967.7268079632,0,0,497967.7268079632
2002,10115,690,502485.2759560663,11582.074729073523,0,514067.3506851399
2002,10115,700,500630.7159429367,4655.788308996749,0,505286.5042519335
2002,10115,710,178837.02336958845,0,0,178837.02336958845
2002,10115,720,174049.0489374822,0,0,174049.0489374822
2002,10115,730,156615.0618814433,16175.270032398152,0,172790.33191384148
2002,10115,740,75744.81386151491,0,0,75744.81386151491
2002,10115,750,56055.995330886755,18758.993742270235,0,74814.98907315699
2002,10115,760,21395.18050206868,19808.63933117751,0,41203.81983324619
2002,10115,770,10189.264613585234,40292.661391541944,0,50481.92600512718
2002,10115,780,7550.837215318697,74991.99631209993,0,82542.83352741862
2002,10115,790,6237.533899696458,52016.995823902005,0,58254.52972359846
2002,10115,800,5177.862010175798,87464.5015190563,0,92642.3635292321
2002,10115,810,0,173662.13114889077,0,173662.13114889077
2002,10115,820,6354.0867082434825,197192.45631805595,0,203546.54302629942
2002,10115,830,16953.141195058983,143500.35903759944,0,160453.5002326584
2002,10115,840,0,136542.01576357125,0,136542.01576357125
2002,10115,850,0,134458.78574929226,0,134458.78574929226
2002,10115,860,0,133785.7515787307,0,133785.7515787307
2002,10115,870,0,204390.99879296505,0,204390.99879296505
2002,10115,880,0,134811.575728755,0,134811.575728755
2002,10115,890,0,129339.49086255245,0,129339.49086255245
2002,10115,900,0,142633.29666104913,0,142633.29666104913
2002,10115,910,0,94072.6332277827,0,94072.6332277827
2002,10115,920,0,70209.74956083973,0,70209.74956083973
2002,10115,930,0,67487.77911440402,0,67487.77911440402
2002,10115,940,0,62290.345688857065,0,62290.345688857065
2002,10115,950,0,58360.315380546854,0,58360.315380546854
2002,10115,960,0,42185.18569327729,0,42185.18569327729
2002,10115,970,0,17336.246294192337,0,17336.246294192337
2002,10115,980,0,17081.972001777223,0,17081.972001777223
2002,10115,990,0,15238.328242697688,0,15238.328242697688
2002,10115,1000,0,24622.265139081668,0,24622.265139081668
2002,10115,1020,0,6777.043826690944,0,6777.043826690944
2002,10115,1040,0,5873.591499226994,0,5873.591499226994
2002,10130,70,0,0,11103.171751098196,11103.171751098196
2002,10130,80,0,0,77981.81968240133,77981.81968240133
2002,10130,90,0,6935.00688908146,102913.75803098852,109848.76492006998
2002,10130,100,25820.397101701055,15542.561590554682,66619.03050658917,107981.98919884491
2002,10130,110,15305.461766640585,30931.969993148017,47630.51357383411,93867.94533362272
2002,10130,120,79269.58754171917,54327.1376042212,41448.644106050255,175045.3692519906
2002,10130,130,63259.4540347164,101110.11692301361,43958.493705206296,208328.0646629363
2002,10130,140,56311.0365679169,68539.61441210694,70461.49828337376,195312.1492633976
2002,10130,150,68172.97095854816,75087.02607129204,38484.60120770772,181744.59823754794
2002,10130,160,45982.299860652165,76857.55880420555,0,122839.85866485772
2002,10130,170,112074.56543984792,108964.00790737831,19242.30060385386,240280.8739510801
2002,10130,180,152922.0568526367,183393.75101315888,38484.60120770772,374800.4090735033
2002,10130,190,205359.80955185666,257129.84386752735,0,462489.65341938403
2002,10130,200,326421.90417509124,307589.0746557484,19242.30060385386,653253.2794346935
2002,10130,210,268754.96747486986,547439.1425302342,0,816194.110005104
2002,10130,220,358554.052294933,492001.1404968349,0,850555.192791768
2002,10130,230,270553.8030378423,426646.76333299297,0,697200.5663708353
2002,10130,240,601467.2272879754,651220.4478148404,0,1252687.6751028157
2002,10130,250,574320.9851154056,632065.7725024403,0,1206386.7576178461
2002,10130,260,677065.5898549913,529537.3149591852,0,1206602.9048141765
2002,10130,270,833649.3942210871,894299.2137387196,0,1727948.6079598067
2002,10130,280,671000.3706886247,757301.6670407782,0,1428302.0377294028
2002,10130,290,511824.19014993805,773038.3874575442,0,1284862.5776074822
2002,10130,300,783169.7530428474,886997.796164425,0,1670167.5492072722
2002,10130,310,955598.5961078218,989355.6131345521,0,1944954.2092423737
2002,10130,320,1420182.717807321,1293164.0678389226,0,2713346.7856462435
2002,10130,330,1025638.8206687887,1705610.974561214,0,2731249.7952300026
2002,10130,340,979345.5372724697,2012009.3863227433,0,2991354.923595213
2002,10130,350,1260226.8478909475,1782535.0371066285,0,3042761.8849975755
2002,10130,360,778750.7196308125,2385310.8411891023,0,3164061.5608199146
2002,10130,370,963301.4445390912,2349120.0430751927,0,3312421.487614284
2002,10130,380,958804.7048219315,2661925.952424595,0,3620730.6572465263
2002,10130,390,950763.4680117095,2173598.0667458535,0,3124361.534757563
2002,10130,400,987414.3470977796,1957999.2020686169,0,2945413.5491663967
2002,10130,410,631173.9597506756,1563272.6051600191,0,2194446.564910695
2002,10130,420,303289.3807732971,1433314.6526036207,0,1736604.0333769177
2002,10130,430,149135.6921626231,1654620.686328128,0,1803756.3784907511
2002,10130,440,39585.52268836356,939418.8517383611,0,979004.3744267246
2002,10130,450,40133.89948229335,901377.4802005863,0,941511.3796828797
2002,10130,460,0,370978.07931848784,0,370978.07931848784
2002,10130,470,0,353400.93949158257,0,353400.93949158257
2002,10130,480,0,112573.72272572356,0,112573.72272572356
2002,10130,490,0,11358.212375164967,0,11358.212375164967
2002,10130,500,0,7067.791859732186,0,7067.791859732186
2002,10261,220,7160.499160269763,0,0,7160.499160269763
2002,10261,270,6566.150148980369,8663.20027186494,0,15229.350420845309
2002,10261,280,17326.40054372988,8663.20027186494,0,25989.600815594822
2002,10261,300,39890.33862898403,25989.600815594822,0,65879.93944457885
2002,10261,310,14086.850819662974,33516.549864622706,0,47603.400684285676
2002,10261,320,34652.80108745976,8663.20027186494,0,43316.001359324706
2002,10261,330,8663.20027186494,42179.750136487644,0,50842.95040835259
2002,10261,340,8663.20027186494,31766.08143090583,0,40429.28170277077
2002,10261,350,0,34652.80108745976,0,34652.80108745976
2002,10261,370,0,22750.051091527912,0,22750.051091527912
2002,10261,380,0,5423.650547798033,0,5423.650547798033
2002,10261,400,0,8663.20027186494,0,8663.20027186494
2002,10261,410,0,6311.8230950235975,0,6311.8230950235975
2002,10261,450,0,6311.8230950235975,0,6311.8230950235975
2002,10261,460,0,11647.707722859263,0,11647.707722859263
2002,21720,350,5612.859626395655,0,0,5612.859626395655
2002,21720,390,0,5612.859626395655,0,5612.859626395655
2002,21720,400,7878.467178690821,0,0,7878.467178690821
2002,21720,410,5717.226532274162,13207.96651581667,0,18925.193048090834
2002,21720,420,12172.213416727904,14068.391172586933,0,26240.604589314837
2002,21720,430,25183.630373570748,22534.641351053855,0,47718.2717246246
2002,21720,440,27152.089764056203,11972.90905658376,0,39124.99882063996
2002,21720,450,34792.985066156805,31812.428350126804,0,66605.4134162836
2002,21720,460,17190.476480374124,26654.673407733815,0,43845.14988810794
2002,21720,470,45153.995946052586,28882.780048858393,0,74036.77599491099
2002,21720,480,45024.08758571287,39082.05147867122,0,84106.13906438409
2002,21720,490,58966.38677346231,106709.06237145409,0,165675.4491449164
2002,21720,500,76628.18126194642,56023.775604986535,0,132651.95686693295
2002,21720,510,68201.72971568574,63139.74481434401,0,131341.47453002975
2002,21720,520,70330.34479610188,66030.01420077367,0,136360.35899687556
2002,21720,530,85652.63755588992,72248.5837839605,0,157901.22133985042
2002,21720,540,80759.63986089057,24228.354532075376,0,104987.99439296595
2002,21720,550,68511.16579049831,63404.10391497477,0,131915.2697054731
2002,21720,560,73804.3735415121,49393.72620829533,0,123198.09974980744
2002,21720,570,86834.76955697428,63931.45336340129,0,150766.22292037556
2002,21720,580,46897.28805114673,24181.491866744633,0,71078.77991789136
2002,21720,590,42816.92773788305,26459.428806765856,0,69276.35654464891
2002,21720,600,46661.901266414294,29287.942195111304,0,75949.8434615256
2002,21720,610,52407.45559866019,14896.50970061138,0,67303.96529927157
2002,21720,620,46011.20811001233,44803.841489450926,0,90815.04959946325
2002,21720,630,42496.17973499512,25141.271551167054,0,67637.45128616218
2002,21720,640,42296.96367655819,53534.47336939201,0,95831.43704595021
2002,21720,650,54015.30041114125,18152.310605276023,0,72167.61101641727
2002,21720,660,47261.47180032822,25674.066244565198,0,72935.53804489342
2002,21720,670,42020.31779768467,39148.22657386393,0,81168.5443715486
2002,21720,680,43325.56971800895,37055.95127087127,0,80381.52098888022
2002,21720,690,29391.01451670617,11330.086158669817,0,40721.10067537599
2002,21720,700,24464.13370029962,55488.18812945473,0,79952.32182975435
2002,21720,710,20372.495882140087,5761.156219913834,0,26133.652102053922
2002,21720,720,22026.288326493734,22447.346915930077,0,44473.635242423814
2002,21720,730,13823.23999700801,7878.467178690821,0,21701.70717569883
2002,21720,740,35452.69929891935,32107.89434346467,0,67560.59364238403
2002,21720,750,23424.10541809215,5423.650547798033,0,28847.75596589018
2002,21720,760,16239.055659050615,18820.135916682666,0,35059.19157573328
2002,21720,770,18840.8649468436,23635.401536072462,0,42476.266482916064
2002,21720,780,5484.620875937972,10371.598802449866,0,15856.219678387839
2002,21720,790,7018.042521920558,0,0,7018.042521920558
2002,21720,810,0,5649.647207417492,0,5649.647207417492
2002,21720,820,17982.421195714796,0,0,17982.421195714796
2002,21720,830,0,5484.620875937972,0,5484.620875937972
2002,21720,840,0,14903.369982481585,0,14903.369982481585
2002,21720,890,5472.02349982209,0,0,5472.02349982209
2002,21740,120,0,0,6935.00688908146,6935.00688908146
2002,21740,130,0,0,6935.00688908146,6935.00688908146
2002,21740,140,0,6935.00688908146,0,6935.00688908146
2002,21740,150,6777.043826690944,0,0,6777.043826690944
2002,21740,160,0,0,7160.499160269763,7160.499160269763
2002,21740,170,14219.768554630607,0,0,14219.768554630607
2002,21740,280,0,6201.618993955305,0,6201.618993955305
2002,21740,360,11115.874067055509,0,0,11115.874067055509
2002,21740,370,0,9418.749106543612,0,9418.749106543612
2002,21740,380,6311.8230950235975,0,0,6311.8230950235975
2002,21740,400,6996.261074590654,0,0,6996.261074590654
2002,21740,410,11297.242047025025,0,0,11297.242047025025
2002,21740,420,15841.96905143576,5484.620875937972,0,21326.589927373734
2002,21740,430,18253.294107043253,5423.650547798033,0,23676.94465484129
2002,21740,440,62740.631789622625,47270.25873871104,0,110010.89052833366
2002,21740,450,24869.026839730337,81314.37671814846,0,106183.4035578788
2002,21740,460,35067.69343033454,148401.16657682965,0,183468.86000716418
2002,21740,470,94579.10859344319,168609.556815351,0,263188.6654087942
2002,21740,480,67536.04494255077,223672.22221675978,0,291208.2671593106
2002,21740,490,90255.3779610009,201699.03972600834,0,291954.4176870092
2002,21740,500,113867.74449005414,314375.14508852747,0,428242.8895785816
2002,21740,510,127979.98066951429,210453.9739345294,0,338433.9546040437
2002,21740,520,185847.42758230524,329555.43114373187,0,515402.85872603714
2002,21740,530,227083.17075460148,576883.8089666709,0,803966.9797212724
2002,21740,540,154423.1608129412,573824.7105801479,7160.499160269763,735408.3705533589
2002,21740,550,166989.7091309591,811560.309639596,0,978550.018770555
2002,21740,560,223463.95686126917,925034.1211654342,0,1148498.0780267036
2002,21740,570,274498.49761241407,866602.4371020056,0,1141100.9347144195
2002,21740,580,182694.05854784016,905939.3538243705,0,1088633.4123722108
2002,21740,590,131263.8994653309,760580.4439479902,0,891844.3434133211
2002,21740,600,42493.56684084191,952109.0664944851,0,994602.633335327
2002,21740,610,105986.62851797832,754844.3630875164,0,860830.9916054948
2002,21740,620,56274.08613870099,612292.1031338508,0,668566.1892725518
2002,21740,630,44745.76402013833,755094.6219019823,0,799840.3859221207
2002,21740,640,5824.716783505921,430889.30018258246,0,436714.0169660884
2002,21740,650,24780.214448729184,437330.6128210076,0,462110.8272697368
2002,21740,660,0,237188.31824246814,0,237188.31824246814
2002,21740,670,0,187426.40944569465,0,187426.40944569465
2002,21740,680,0,70403.90412491403,0,70403.90412491403
2002,21740,690,0,77646.35317859013,0,77646.35317859013
2002,21740,700,0,33207.718014119106,0,33207.718014119106
2002,21740,710,7550.837215318697,49239.70073554164,0,56790.537950860344
2002,21740,730,0,13170.799616261302,0,13170.799616261302
2002,21740,750,0,8663.20027186494,0,8663.20027186494
2002,30060,120,0,0,5237.537541524264,5237.537541524264
2002,30060,140,0,0,48009.35114532332,48009.35114532332
2002,30060,150,0,5237.537541524264,9418.749106543612,14656.286648067875
2002,30060,170,5237.537541524264,8663.20027186494,0,13900.737813389205
2002,30060,180,5237.537541524264,0,0,5237.537541524264
2002,30060,190,0,0,9418.749106543612,9418.749106543612
2002,30060,200,17645.15533776873,0,0,17645.15533776873
2002,30060,210,10954.764073798426,21173.251774730732,0,32128.015848529158
2002,30060,230,6777.043826690944,60773.83773587547,0,67550.88156256641
2002,30060,240,0,5237.537541524264,0,5237.537541524264
2002,30060,250,239876.9082201136,22510.060057124534,0,262386.96827723813
2002,30060,260,48009.35114532332,125368.52692455075,0,173377.87806987404
2002,30060,270,329583.7874157367,144028.05343596998,0,473611.8408517067
2002,30060,280,185555.7339797667,48009.35114532332,0,233565.08512509003
2002,30060,290,5717.226532274162,0,0,5717.226532274162
2002,30060,300,111252.57685302786,11434.453064548325,0,122687.02991757619
2002,30060,310,112944.36170480504,252119.1026218449,0,365063.46432664996
2002,30060,320,356340.30683607893,497517.82941125415,0,853858.136247333
2002,30060,330,1616987.103136547,1038422.7175517945,0,2655409.8206883413
2002,30060,340,3586644.7314326903,1761078.9477314525,0,5347723.679164143
2002,30060,350,3531609.2528233835,1260446.4373935312,0,4792055.690216915
2002,30060,360,4696617.56257767,2025413.9704931928,0,6722031.533070863
2002,30060,370,6078225.327371572,3054660.7278476004,0,9132886.055219172
2002,30060,380,6942793.911100662,2632005.7716980535,0,9574799.682798715
2002,30060,390,6599522.291132041,3081679.538841798,0,9681201.829973837
2002,30060,400,6444058.852993315,3204068.5515393964,0,9648127.404532712
2002,30060,410,2962635.99541324,3128113.875705086,0,6090749.871118327
2002,30060,420,2139878.1890157596,4147931.5377021986,0,6287809.726717958
2002,30060,430,1230431.0745661627,4954994.276979554,0,6185425.351545717
2002,30060,440,327128.1670328274,3118407.4266665988,0,3445535.5936994264
2002,30060,450,0,1408631.6610011952,0,1408631.6610011952
2002,30060,460,93563.08190773739,999592.0125556104,0,1093155.094463348
2002,30060,470,93563.08190773739,508586.42561226065,0,602149.507519998
2002,30060,480,0,150153.26046197413,0,150153.26046197413
2002,30060,490,0,6248.900159888412,0,6248.900159888412
2004,10110,60,0,0,7258.940474786752,7258.940474786752
2004,10110,160,0,13225.387728365125,0,13225.387728365125
2004,10110,210,5342.688984253812,3104.3497576337422,0,8447.038741887554
2004,10110,220,0,24151.984187107606,0,24151.984187107606
2004,10110,230,18324.425935643085,13181.304353297872,0,31505.73028894096
2004,10110,240,13225.387728365125,33819.92082107164,0,47045.30854943676
2004,10110,250,4710.209939206114,58051.92245351654,0,62762.132392722655
2004,10110,260,28532.99620545828,60646.70530832954,0,89179.70151378782
2004,10110,270,16081.673441292725,89825.09963677895,0,105906.77307807168
2004,10110,280,7165.295971670937,67063.7030144781,0,74228.99898614903
2004,10110,290,62677.06872206365,50678.657127656596,0,113355.72584972024
2004,10110,300,105900.27685244945,197513.36203083157,0,303413.63888328103
2004,10110,310,103545.70808460047,152666.04833598173,0,256211.75642058218
2004,10110,320,134644.22224895112,286860.95625164517,0,421505.17850059626
2004,10110,330,266600.9209420238,311416.1082585709,0,578017.0292005946
2004,10110,340,342868.4532721253,664586.887014147,0,1007455.3402862723
2004,10110,350,348222.2510995547,741642.4110573826,0,1089864.6621569374
2004,10110,360,568893.8113580918,874510.2161192967,0,1443404.0274773885
2004,10110,370,516200.71053137904,875919.81404951506,0,1392120.524580894
2004,10110,380,876534.5228351365,1408509.3665851543,0,2285043.889420291
2004,10110,390,1137695.7907614,1373557.1944958637,0,2511252.9852572638
2004,10110,400,1095360.631669826,1712333.2155998175,0,2807693.8472696436
2004,10110,410,1016822.7954889985,1820202.315210806,0,2837025.1106998045
2004,10110,420,931007.5343208486,2456930.5546324137,0,3387938.088953262
2004,10110,430,788220.6331317292,2220691.9791786517,0,3008912.612310381
2004,10110,440,756863.8710368441,2412744.1703883843,0,3169608.041425228
2004,10110,450,636464.8815762633,1964272.6073691037,0,2600737.4889453673
2004,10110,460,378506.06788578857,1840024.4079128832,0,2218530.4757986716
2004,10110,470,331175.1862128007,1824543.8445616607,0,2155719.030774461
2004,10110,480,316088.9929604172,1656677.3392045689,0,1972766.3321649858
2004,10110,490,98580.67328499381,1617455.3680724648,0,1716036.0413574586
2004,10110,500,64276.78386635988,1454629.711914134,0,1518906.495780494
2004,10110,510,45338.82644221118,1458836.184046935,0,1504175.0104891462
2004,10110,520,21887.291180220225,1548283.2140905033,0,1570170.5052707235
2004,10110,530,8345.009572389501,1424301.0951558556,0,1432646.1047282452
2004,10110,540,22110.404080275195,1271220.6766087508,0,1293331.080689026
2004,10110,550,14381.973935542332,1234076.9578419505,0,1248458.9317774929
2004,10110,560,9463.755540101258,942201.926548029,0,951665.6820881302
2004,10110,570,0,861223.5366506313,0,861223.5366506313
2004,10110,580,4846.3198519628795,724604.0756530669,0,729450.3955050297
2004,10110,590,0,586474.0828213401,0,586474.0828213401
2004,10110,600,11627.813006185701,484987.134611926,0,496614.9476181117
2004,10110,610,0,426210.90819825424,0,426210.90819825424
2004,10110,620,0,458457.39559324726,0,458457.39559324726
2004,10110,630,0,334094.0757528244,0,334094.0757528244
2004,10110,640,0,387645.1835324821,0,387645.1835324821
2004,10110,650,0,358293.2898859665,0,358293.2898859665
2004,10110,660,0,341404.37047972943,0,341404.37047972943
2004,10110,670,0,176436.73185420956,0,176436.73185420956
2004,10110,680,0,172874.41179776815,0,172874.41179776815
2004,10110,690,7258.940474786752,111616.39316026671,0,118875.33363505347
2004,10110,700,0,117277.67584803795,0,117277.67584803795
2004,10110,710,0,52652.86620852392,0,52652.86620852392
2004,10110,720,0,43984.64354462482,0,43984.64354462482
2004,10110,730,0,43051.88638826245,0,43051.88638826245
2004,10110,740,0,32213.033621319544,0,32213.033621319544
2004,10110,750,0,82724.24533875464,0,82724.24533875464
2004,10110,760,0,23210.8432980947,0,23210.8432980947
2004,10110,770,0,35804.3534517944,0,35804.3534517944
2004,10110,780,0,16918.22901120304,0,16918.22901120304
2004,10110,790,0,2036.3309750700946,0,2036.3309750700946
2004,10110,800,0,3408.8809574653274,0,3408.8809574653274
2004,10110,810,0,3048.3521107222423,0,3048.3521107222423
2004,10110,830,0,4777.945347504945,0,4777.945347504945
2004,10112,180,4282.703728015807,0,0,4282.703728015807
2004,10112,190,4282.703728015807,0,0,4282.703728015807
2004,10112,210,4282.703728015807,4663.35003077054,0,8946.053758786347
2004,10112,230,3088.7538013828143,9140.692118592875,0,12229.44591997569
2004,10112,240,16247.718160688379,4282.703728015807,0,20530.421888704186
2004,10112,250,11727.270090072952,2950.112218720204,0,14677.382308793156
2004,10112,260,32532.63685535049,11895.9828217476,0,44428.61967709809
2004,10112,270,21481.404342545728,14824.693017324753,0,36306.09735987048
2004,10112,280,58398.24663127435,4852.889785200658,0,63251.13641647501
2004,10112,290,72338.11092793019,28868.21033295025,0,101206.32126088045
2004,10112,300,109177.64345700215,29588.364327414747,0,138766.0077844169
2004,10112,310,120030.17413524662,35880.05762762031,0,155910.23176286693
2004,10112,320,114182.5475371454,44955.56987050201,0,159138.1174076474
2004,10112,330,85167.80784654076,34032.17666663435,0,119199.9845131751
2004,10112,340,137885.90703830993,35135.036037562284,0,173020.9430758722
2004,10112,350,135038.98158591596,30323.533445772788,0,165362.51503168873
2004,10112,360,181387.05093511762,80151.2748839215,0,261538.32581903914
